,Trading Zone,Interval,ROPEX_DAM_H [Euro/MWh],Traded Volume [MWh],Traded Buy Volume [MWh],Traded Sell Volume [MWh],Date
41,Romania,18,59.68,3764.4,3326.4,3764.4,2017-01-02
42,Romania,19,58.67,3764.5,3326.5,3764.5,2017-01-02
43,Romania,20,39.64,3672.4,3234.4,3672.4,2017-01-02
44,Romania,21,26.65,3516.1,3078.1,3516.1,2017-01-02
45,Romania,22,20.26,3497.5,3059.5,3497.5,2017-01-02
46,Romania,23,18.06,3220.1,2782.1,3220.1,2017-01-02
47,Romania,24,16.08,3271.3,2833.3,3271.3,2017-01-02
48,Romania,1,31.27,3136.5,2698.5,3136.5,2017-01-03
49,Romania,2,26.87,3051.5,2613.5,3051.5,2017-01-03
50,Romania,3,28.41,3009.7,2571.7,3009.7,2017-01-03
51,Romania,4,31.6,2928.6,2571.1,2928.6,2017-01-03
52,Romania,5,32.81,2800.7,2800.7,2675.2,2017-01-03
53,Romania,6,44.04,3125.5,3125.5,2673.2,2017-01-03
54,Romania,7,59.68,2992.2,2992.2,2630.3,2017-01-03
55,Romania,8,67.59,3081.7,3081.7,2761.9,2017-01-03
56,Romania,9,70.47,3038.4,3038.4,2870.8,2017-01-03
57,Romania,10,70.47,2897.0,2835.2,2897.0,2017-01-03
58,Romania,11,70.47,2937.5,2877.1,2937.5,2017-01-03
59,Romania,12,70.25,3091.8,3091.8,2905.8,2017-01-03
60,Romania,13,69.78,3074.8,3074.8,2864.5,2017-01-03
61,Romania,14,70.25,3090.4,3090.4,2780.5,2017-01-03
62,Romania,15,70.47,3005.6,3005.6,2735.6,2017-01-03
63,Romania,16,71.37,2670.6,2670.6,2633.5,2017-01-03
64,Romania,17,76.19,2457.5,2436.7,2457.5,2017-01-03
65,Romania,18,82.03,2537.8,2255.7,2537.8,2017-01-03
66,Romania,19,83.65,2581.0,2204.0,2581.0,2017-01-03
67,Romania,20,79.34,2548.1,2176.8,2548.1,2017-01-03
68,Romania,21,74.3,2549.2,2349.8,2549.2,2017-01-03
69,Romania,22,70.25,2699.9,2699.9,2627.4,2017-01-03
70,Romania,23,66.06,2521.0,2521.0,2405.6,2017-01-03
71,Romania,24,60.3,2797.4,2797.4,2281.0,2017-01-03
72,Romania,1,56.02,2843.3,2843.3,2558.2,2017-01-04
73,Romania,2,42.5,2910.6,2910.6,2593.9,2017-01-04
74,Romania,3,34.03,2928.8,2928.8,2697.8,2017-01-04
75,Romania,4,34.0,2924.4,2924.4,2849.2,2017-01-04
76,Romania,5,33.25,3003.3,3003.3,2915.8,2017-01-04
77,Romania,6,37.22,3280.2,3280.2,3023.5,2017-01-04
78,Romania,7,57.3,3290.7,3199.0,3290.7,2017-01-04
79,Romania,8,59.68,3464.3,3464.3,3348.7,2017-01-04
80,Romania,9,63.86,3497.6,3482.2,3497.6,2017-01-04
81,Romania,10,64.65,3572.7,3235.5,3572.7,2017-01-04
82,Romania,11,63.86,3655.0,3217.0,3655.0,2017-01-04
83,Romania,12,61.88,3696.4,3258.4,3696.4,2017-01-04
84,Romania,13,61.22,3721.5,3283.5,3721.5,2017-01-04
85,Romania,14,61.22,3691.8,3253.9,3691.8,2017-01-04
86,Romania,15,60.34,3669.2,3260.7,3669.2,2017-01-04
87,Romania,16,61.22,3779.5,3404.2,3779.5,2017-01-04
88,Romania,17,63.86,3901.9,3468.1,3901.9,2017-01-04
89,Romania,18,63.86,3947.9,3509.9,3947.9,2017-01-04
90,Romania,19,63.86,3903.5,3465.5,3903.5,2017-01-04
91,Romania,20,63.86,3826.7,3442.2,3826.7,2017-01-04
92,Romania,21,59.68,3579.6,3348.9,3579.6,2017-01-04
93,Romania,22,51.42,3481.9,3291.3,3481.9,2017-01-04
94,Romania,23,46.02,3252.7,3042.2,3252.7,2017-01-04
95,Romania,24,38.54,3437.0,2999.0,3437.0,2017-01-04
96,Romania,1,34.2,3221.9,3130.0,3221.9,2017-01-05
97,Romania,2,33.5,3180.5,3143.6,3180.5,2017-01-05
98,Romania,3,31.78,3139.2,3139.2,2910.1,2017-01-05
99,Romania,4,31.49,3101.9,3101.9,2847.2,2017-01-05
100,Romania,5,33.98,3191.8,3191.8,2991.0,2017-01-05
101,Romania,6,36.97,3582.9,3582.9,2953.8,2017-01-05
102,Romania,7,55.34,3536.0,3536.0,3167.2,2017-01-05
103,Romania,8,62.2,3624.2,3624.2,3303.9,2017-01-05
104,Romania,9,65.08,3507.5,3507.5,3239.2,2017-01-05
105,Romania,10,66.25,3389.8,3389.8,3156.7,2017-01-05
106,Romania,11,65.5,3319.6,3319.6,3032.0,2017-01-05
107,Romania,12,66.41,3272.9,3272.9,3076.4,2017-01-05
108,Romania,13,66.09,3416.6,3416.6,3003.2,2017-01-05
109,Romania,14,66.23,3364.4,3364.4,2965.9,2017-01-05
110,Romania,15,65.74,3327.7,3327.7,2904.3,2017-01-05
111,Romania,16,68.43,3176.1,3176.1,2912.6,2017-01-05
112,Romania,17,68.13,3340.3,3340.3,2882.8,2017-01-05
113,Romania,18,72.91,3036.5,2707.2,3036.5,2017-01-05
114,Romania,19,70.89,3108.4,2695.0,3108.4,2017-01-05
115,Romania,20,67.74,3274.2,3140.1,3274.2,2017-01-05
116,Romania,21,60.65,3424.5,3276.0,3424.5,2017-01-05
117,Romania,22,47.7,3675.7,3290.4,3675.7,2017-01-05
118,Romania,23,32.98,3817.5,3379.5,3817.5,2017-01-05
119,Romania,24,22.58,3849.3,3411.3,3849.3,2017-01-05
120,Romania,1,28.55,3921.7,3545.7,3921.7,2017-01-06
121,Romania,2,13.28,3966.7,3590.7,3966.7,2017-01-06
122,Romania,3,8.85,3988.2,3612.2,3988.2,2017-01-06
123,Romania,4,9.74,4005.5,3629.5,4005.5,2017-01-06
124,Romania,5,17.71,4068.8,3692.8,4068.8,2017-01-06
125,Romania,6,28.99,4222.3,3846.3,4222.3,2017-01-06
126,Romania,7,35.63,4456.5,4080.5,4456.5,2017-01-06
127,Romania,8,58.8,4497.1,4153.7,4497.1,2017-01-06
128,Romania,9,61.54,4484.7,4169.7,4484.7,2017-01-06
129,Romania,10,60.0,4463.1,4150.8,4463.1,2017-01-06
130,Romania,11,58.73,4517.9,4279.6,4517.9,2017-01-06
131,Romania,12,57.02,4566.1,4276.9,4566.1,2017-01-06
132,Romania,13,55.96,4564.7,4233.5,4564.7,2017-01-06
133,Romania,14,44.15,4556.6,4180.6,4556.6,2017-01-06
134,Romania,15,37.85,4553.9,4177.9,4553.9,2017-01-06
135,Romania,16,55.33,4545.3,4169.3,4545.3,2017-01-06
136,Romania,17,60.64,4507.1,4131.1,4507.1,2017-01-06
137,Romania,18,62.19,4550.6,4174.6,4550.6,2017-01-06
138,Romania,19,59.98,4514.7,4138.7,4514.7,2017-01-06
139,Romania,20,59.98,4527.3,4151.3,4527.3,2017-01-06
140,Romania,21,37.4,4462.6,4086.6,4462.6,2017-01-06
141,Romania,22,32.98,4379.8,4003.8,4379.8,2017-01-06
142,Romania,23,32.98,4154.1,3778.1,4154.1,2017-01-06
143,Romania,24,13.28,4016.0,3640.0,4016.0,2017-01-06
144,Romania,1,43.67,3617.1,3569.5,3617.1,2017-01-07
145,Romania,2,35.96,3595.9,3276.0,3595.9,2017-01-07
146,Romania,3,33.47,3854.0,3416.0,3854.0,2017-01-07
147,Romania,4,33.47,3846.0,3408.0,3846.0,2017-01-07
148,Romania,5,33.17,3825.3,3489.2,3825.3,2017-01-07
149,Romania,6,34.0,3800.6,3537.1,3800.6,2017-01-07
150,Romania,7,33.65,3740.4,3663.8,3740.4,2017-01-07
151,Romania,8,35.0,3893.4,3893.4,3673.4,2017-01-07
152,Romania,9,56.36,3984.8,3984.8,3801.7,2017-01-07
153,Romania,10,60.54,3812.4,3812.4,3807.5,2017-01-07
154,Romania,11,60.08,3824.2,3745.7,3824.2,2017-01-07
155,Romania,12,59.03,3944.3,3880.8,3944.3,2017-01-07
156,Romania,13,56.94,3949.7,3829.3,3949.7,2017-01-07
157,Romania,14,53.92,3979.6,3851.8,3979.6,2017-01-07
158,Romania,15,52.02,3926.6,3839.2,3926.6,2017-01-07
159,Romania,16,56.16,3992.2,3992.2,3972.8,2017-01-07
160,Romania,17,60.39,3940.2,3940.2,3862.8,2017-01-07
161,Romania,18,65.28,3859.6,3796.4,3859.6,2017-01-07
162,Romania,19,67.83,3832.4,3593.9,3832.4,2017-01-07
163,Romania,20,66.5,3812.1,3517.8,3812.1,2017-01-07
164,Romania,21,64.29,3798.2,3528.9,3798.2,2017-01-07
165,Romania,22,60.08,3813.3,3417.7,3813.3,2017-01-07
166,Romania,23,39.9,3650.0,3212.0,3650.0,2017-01-07
167,Romania,24,35.69,3722.8,3284.8,3722.8,2017-01-07
168,Romania,1,31.51,3338.3,2900.3,3338.3,2017-01-08
169,Romania,2,31.51,3255.2,2817.2,3255.2,2017-01-08
170,Romania,3,33.06,3208.1,2770.1,3208.1,2017-01-08
171,Romania,4,32.7,3164.6,2790.6,3164.6,2017-01-08
172,Romania,5,33.0,3071.8,2843.5,3071.8,2017-01-08
173,Romania,6,34.17,3143.8,3050.2,3143.8,2017-01-08
174,Romania,7,34.17,3072.7,3072.7,3036.3,2017-01-08
175,Romania,8,51.5,3239.5,3239.5,3024.4,2017-01-08
176,Romania,9,57.66,3391.3,3391.3,3174.0,2017-01-08
177,Romania,10,60.13,3262.9,3262.9,3229.5,2017-01-08
178,Romania,11,61.02,3215.4,3042.8,3215.4,2017-01-08
179,Romania,12,61.88,3229.6,2956.5,3229.6,2017-01-08
180,Romania,13,60.13,3165.0,3070.2,3165.0,2017-01-08
181,Romania,14,58.09,3142.3,3142.3,3109.5,2017-01-08
182,Romania,15,59.06,3170.3,3170.3,2985.4,2017-01-08
183,Romania,16,57.25,3385.5,3385.5,2985.6,2017-01-08
184,Romania,17,64.35,3288.5,3288.5,2998.6,2017-01-08
185,Romania,18,71.0,3038.8,2906.4,3038.8,2017-01-08
186,Romania,19,71.0,3022.5,2919.5,3022.5,2017-01-08
187,Romania,20,71.0,2986.2,2867.3,2986.2,2017-01-08
188,Romania,21,68.02,2972.0,2941.0,2972.0,2017-01-08
189,Romania,22,64.35,3095.0,3095.0,2936.7,2017-01-08
190,Romania,23,61.52,2693.6,2661.0,2693.6,2017-01-08
191,Romania,24,57.69,2845.0,2830.2,2845.0,2017-01-08
192,Romania,1,46.37,2879.6,2879.6,2832.5,2017-01-09
193,Romania,2,40.36,3021.1,3021.1,2886.5,2017-01-09
194,Romania,3,38.38,3070.3,3070.3,2888.0,2017-01-09
195,Romania,4,38.55,3216.1,3216.1,2877.5,2017-01-09
196,Romania,5,44.38,3210.3,3210.3,2803.5,2017-01-09
197,Romania,6,56.1,3476.8,3476.8,2756.6,2017-01-09
198,Romania,7,70.78,3186.6,3186.6,2944.0,2017-01-09
199,Romania,8,75.44,2989.0,2827.8,2989.0,2017-01-09
200,Romania,9,83.87,3094.8,2656.8,3094.8,2017-01-09
201,Romania,10,79.88,3076.3,2638.3,3076.3,2017-01-09
202,Romania,11,77.66,3100.8,2662.8,3100.8,2017-01-09
203,Romania,12,77.66,3140.2,2702.2,3140.2,2017-01-09
204,Romania,13,77.66,3136.6,2698.6,3136.6,2017-01-09
205,Romania,14,77.66,3130.0,2692.0,3130.0,2017-01-09
206,Romania,15,77.66,3125.8,2687.8,3125.8,2017-01-09
207,Romania,16,77.66,3036.2,2598.2,3036.2,2017-01-09
208,Romania,17,83.87,3067.5,2629.5,3067.5,2017-01-09
209,Romania,18,81.65,3094.4,2656.4,3094.4,2017-01-09
210,Romania,19,77.66,3148.0,2710.0,3148.0,2017-01-09
211,Romania,20,77.44,3112.9,2674.9,3112.9,2017-01-09
212,Romania,21,73.22,3157.9,2719.9,3157.9,2017-01-09
213,Romania,22,71.0,3217.2,2779.2,3217.2,2017-01-09
214,Romania,23,66.56,3039.3,2601.3,3039.3,2017-01-09
215,Romania,24,62.8,2904.0,2596.4,2904.0,2017-01-09
216,Romania,1,57.54,3034.4,2926.1,3034.4,2017-01-10
217,Romania,2,46.37,3043.2,2652.1,3043.2,2017-01-10
218,Romania,3,44.38,3049.9,2735.2,3049.9,2017-01-10
219,Romania,4,44.38,3010.0,2852.3,3010.0,2017-01-10
220,Romania,5,45.07,2925.8,2776.6,2925.8,2017-01-10
221,Romania,6,57.69,3392.0,3392.0,3143.5,2017-01-10
222,Romania,7,73.94,3296.1,3085.6,3296.1,2017-01-10
223,Romania,8,79.88,3277.7,2839.7,3277.7,2017-01-10
224,Romania,9,84.32,3367.5,2929.5,3367.5,2017-01-10
225,Romania,10,79.97,3375.3,2937.3,3375.3,2017-01-10
226,Romania,11,79.88,3370.6,2932.6,3370.6,2017-01-10
227,Romania,12,79.88,3420.8,2982.8,3420.8,2017-01-10
228,Romania,13,79.88,3415.2,2977.2,3415.2,2017-01-10
229,Romania,14,77.72,3594.5,3156.5,3594.5,2017-01-10
230,Romania,15,73.22,3745.2,3307.2,3745.2,2017-01-10
231,Romania,16,73.22,3880.5,3442.5,3880.5,2017-01-10
232,Romania,17,73.0,4026.3,3588.3,4026.3,2017-01-10
233,Romania,18,71.24,4139.8,3701.8,4139.8,2017-01-10
234,Romania,19,70.34,4216.6,3778.6,4216.6,2017-01-10
235,Romania,20,67.9,4281.0,3843.0,4281.0,2017-01-10
236,Romania,21,48.81,4345.6,3907.6,4345.6,2017-01-10
237,Romania,22,35.72,4381.2,3943.2,4381.2,2017-01-10
238,Romania,23,28.62,3845.4,3407.4,3845.4,2017-01-10
239,Romania,24,17.75,3816.1,3378.1,3816.1,2017-01-10
240,Romania,1,33.09,3813.3,3375.3,3813.3,2017-01-11
241,Romania,2,33.76,3886.3,3448.3,3886.3,2017-01-11
242,Romania,3,37.76,3953.2,3621.8,3953.2,2017-01-11
243,Romania,4,36.0,3853.9,3673.8,3853.9,2017-01-11
244,Romania,5,48.86,3789.7,3506.9,3789.7,2017-01-11
245,Romania,6,66.63,3784.4,3437.1,3784.4,2017-01-11
246,Romania,7,79.96,3934.3,3496.3,3934.3,2017-01-11
247,Romania,8,84.4,3751.8,3313.8,3751.8,2017-01-11
248,Romania,9,84.4,3534.7,3096.7,3534.7,2017-01-11
249,Romania,10,84.4,3480.5,3042.5,3480.5,2017-01-11
250,Romania,11,84.4,3563.9,3125.9,3563.9,2017-01-11
251,Romania,12,84.4,3696.3,3258.3,3696.3,2017-01-11
252,Romania,13,80.18,3702.1,3264.1,3702.1,2017-01-11
253,Romania,14,79.96,3736.4,3298.4,3736.4,2017-01-11
254,Romania,15,79.96,3703.3,3265.3,3703.3,2017-01-11
255,Romania,16,79.96,3588.9,3150.9,3588.9,2017-01-11
256,Romania,17,83.96,3506.8,3068.8,3506.8,2017-01-11
257,Romania,18,84.4,3467.6,3029.6,3467.6,2017-01-11
258,Romania,19,84.4,3348.1,2910.1,3348.1,2017-01-11
259,Romania,20,84.4,3307.4,2869.4,3307.4,2017-01-11
260,Romania,21,83.96,3265.5,2827.5,3265.5,2017-01-11
261,Romania,22,79.07,3313.0,2875.0,3313.0,2017-01-11
262,Romania,23,70.85,3124.3,2686.3,3124.3,2017-01-11
263,Romania,24,60.19,3311.2,2930.2,3311.2,2017-01-11
264,Romania,1,69.52,3200.7,3013.0,3200.7,2017-01-12
265,Romania,2,53.61,3290.3,3025.5,3290.3,2017-01-12
266,Romania,3,45.14,3409.2,3240.7,3409.2,2017-01-12
267,Romania,4,38.02,3442.9,3380.9,3442.9,2017-01-12
268,Romania,5,41.83,3572.0,3450.5,3572.0,2017-01-12
269,Romania,6,51.1,3679.7,3633.3,3679.7,2017-01-12
270,Romania,7,81.83,3984.9,3592.6,3984.9,2017-01-12
271,Romania,8,86.72,3960.5,3557.5,3960.5,2017-01-12
272,Romania,9,86.72,3906.8,3503.8,3906.8,2017-01-12
273,Romania,10,86.72,3897.1,3494.1,3897.1,2017-01-12
274,Romania,11,86.72,3920.7,3587.4,3920.7,2017-01-12
275,Romania,12,86.72,3934.3,3608.0,3934.3,2017-01-12
276,Romania,13,86.72,3918.9,3515.9,3918.9,2017-01-12
277,Romania,14,86.72,3911.1,3613.1,3911.1,2017-01-12
278,Romania,15,84.5,3863.5,3683.7,3863.5,2017-01-12
279,Romania,16,84.5,3850.3,3761.8,3850.3,2017-01-12
280,Romania,17,86.72,3831.8,3434.9,3831.8,2017-01-12
281,Romania,18,86.72,3843.6,3440.6,3843.6,2017-01-12
282,Romania,19,86.72,3813.2,3410.2,3813.2,2017-01-12
283,Romania,20,86.72,3768.8,3365.8,3768.8,2017-01-12
284,Romania,21,86.72,3747.6,3344.6,3747.6,2017-01-12
285,Romania,22,84.5,3729.3,3336.2,3729.3,2017-01-12
286,Romania,23,77.88,3367.6,3103.3,3367.6,2017-01-12
287,Romania,24,65.07,3276.3,3160.8,3276.3,2017-01-12
288,Romania,1,50.74,3213.1,3213.1,2978.9,2017-01-13
289,Romania,2,48.94,3203.6,3203.6,2962.9,2017-01-13
290,Romania,3,44.26,3363.8,3363.8,2947.8,2017-01-13
291,Romania,4,38.94,3460.8,3460.8,2925.3,2017-01-13
292,Romania,5,48.94,3550.3,3550.3,2850.6,2017-01-13
293,Romania,6,58.07,3650.3,3650.3,2779.6,2017-01-13
294,Romania,7,82.32,3874.2,3874.2,2977.2,2017-01-13
295,Romania,8,88.99,3318.7,3318.7,2974.3,2017-01-13
296,Romania,9,88.99,3031.4,2914.7,3031.4,2017-01-13
297,Romania,10,88.99,3305.0,3030.4,3305.0,2017-01-13
298,Romania,11,88.99,3631.7,3228.7,3631.7,2017-01-13
299,Romania,12,86.77,3879.7,3511.1,3879.7,2017-01-13
300,Romania,13,85.65,4018.3,3878.2,4018.3,2017-01-13
301,Romania,14,80.89,4048.8,3970.5,4048.8,2017-01-13
302,Romania,15,80.09,4113.2,3886.8,4113.2,2017-01-13
303,Romania,16,83.49,4204.6,3907.9,4204.6,2017-01-13
304,Romania,17,86.1,4234.0,3936.7,4234.0,2017-01-13
305,Romania,18,86.77,4308.6,3905.6,4308.6,2017-01-13
306,Romania,19,86.77,4303.2,3900.2,4303.2,2017-01-13
307,Romania,20,85.65,4270.4,3867.4,4270.4,2017-01-13
308,Romania,21,75.42,4162.1,3759.1,4162.1,2017-01-13
309,Romania,22,48.94,4188.8,3785.8,4188.8,2017-01-13
310,Romania,23,40.27,3940.1,3537.1,3940.1,2017-01-13
311,Romania,24,33.15,3823.0,3420.0,3823.0,2017-01-13
312,Romania,1,30.7,3772.7,3421.6,3772.7,2017-01-14
313,Romania,2,28.54,3663.7,3339.1,3663.7,2017-01-14
314,Romania,3,26.35,3657.2,3294.2,3657.2,2017-01-14
315,Romania,4,24.06,3620.4,3305.8,3620.4,2017-01-14
316,Romania,5,25.0,3584.1,3376.8,3584.1,2017-01-14
317,Romania,6,24.92,3532.7,3445.7,3532.7,2017-01-14
318,Romania,7,26.2,3531.8,3531.8,3450.4,2017-01-14
319,Romania,8,45.0,3600.1,3520.1,3600.1,2017-01-14
320,Romania,9,73.74,3732.4,3703.8,3732.4,2017-01-14
321,Romania,10,86.12,3791.2,3513.8,3791.2,2017-01-14
322,Romania,11,88.34,3769.7,3366.7,3769.7,2017-01-14
323,Romania,12,86.79,3777.9,3374.9,3777.9,2017-01-14
324,Romania,13,84.56,3733.3,3332.8,3733.3,2017-01-14
325,Romania,14,81.97,3652.0,3364.1,3652.0,2017-01-14
326,Romania,15,77.94,3552.4,3394.9,3552.4,2017-01-14
327,Romania,16,83.82,3520.7,3491.3,3520.7,2017-01-14
328,Romania,17,89.01,3504.0,3405.2,3504.0,2017-01-14
329,Romania,18,89.23,3421.2,3018.2,3421.2,2017-01-14
330,Romania,19,89.23,3324.4,2921.4,3324.4,2017-01-14
331,Romania,20,89.23,3261.4,2858.4,3261.4,2017-01-14
332,Romania,21,89.01,3220.5,2851.8,3220.5,2017-01-14
333,Romania,22,86.79,3098.9,3057.0,3098.9,2017-01-14
334,Romania,23,73.93,2798.9,2798.9,2781.0,2017-01-14
335,Romania,24,63.68,2835.5,2835.5,2697.8,2017-01-14
336,Romania,1,50.78,2794.4,2794.4,2656.6,2017-01-15
337,Romania,2,44.97,2871.0,2871.0,2549.3,2017-01-15
338,Romania,3,33.39,3034.8,3034.8,2518.0,2017-01-15
339,Romania,4,33.17,3043.4,3043.4,2482.5,2017-01-15
340,Romania,5,44.52,2956.9,2956.9,2515.6,2017-01-15
341,Romania,6,53.99,2905.7,2905.7,2296.5,2017-01-15
342,Romania,7,56.98,2912.5,2912.5,2076.1,2017-01-15
343,Romania,8,68.79,3045.5,3045.5,2148.5,2017-01-15
344,Romania,9,76.5,3195.5,3195.5,2298.5,2017-01-15
345,Romania,10,86.82,2995.0,2995.0,2416.1,2017-01-15
346,Romania,11,89.05,2791.0,2791.0,2431.7,2017-01-15
347,Romania,12,90.16,2589.7,2589.7,2407.0,2017-01-15
348,Romania,13,89.05,2654.7,2654.7,2356.0,2017-01-15
349,Romania,14,89.05,2684.9,2684.9,2324.7,2017-01-15
350,Romania,15,89.05,2839.0,2839.0,2254.2,2017-01-15
351,Romania,16,89.05,2912.9,2912.9,2180.1,2017-01-15
352,Romania,17,93.5,2335.5,2335.5,2052.9,2017-01-15
353,Romania,18,93.5,2456.3,2237.6,2456.3,2017-01-15
354,Romania,19,93.5,2458.3,2151.0,2458.3,2017-01-15
355,Romania,20,93.5,2458.6,2276.2,2458.6,2017-01-15
356,Romania,21,91.27,2467.2,2428.3,2467.2,2017-01-15
357,Romania,22,90.16,2746.0,2746.0,2537.9,2017-01-15
358,Romania,23,84.15,2886.2,2886.2,2503.2,2017-01-15
359,Romania,24,73.24,3021.0,3021.0,2630.4,2017-01-15
360,Romania,1,62.0,2892.9,2892.9,2394.3,2017-01-16
361,Romania,2,51.16,3090.5,3090.5,2337.8,2017-01-16
362,Romania,3,46.71,3165.5,3165.5,2364.7,2017-01-16
363,Romania,4,42.5,3159.8,3159.8,2379.7,2017-01-16
364,Romania,5,49.2,3251.9,3251.9,2389.9,2017-01-16
365,Romania,6,66.79,3384.2,3384.2,2621.8,2017-01-16
366,Romania,7,86.82,3487.1,3487.1,3010.4,2017-01-16
367,Romania,8,93.97,2840.1,2811.5,2840.1,2017-01-16
368,Romania,9,100.0,2870.8,2535.5,2870.8,2017-01-16
369,Romania,10,99.99,2896.5,2527.5,2896.5,2017-01-16
370,Romania,11,98.3,2986.4,2569.6,2986.4,2017-01-16
371,Romania,12,97.95,3109.4,2671.4,3109.4,2017-01-16
372,Romania,13,95.73,3221.5,2803.4,3221.5,2017-01-16
373,Romania,14,93.5,3345.6,2907.6,3345.6,2017-01-16
374,Romania,15,91.27,3443.5,3005.5,3443.5,2017-01-16
375,Romania,16,91.27,3607.7,3246.6,3607.7,2017-01-16
376,Romania,17,91.27,3686.4,3248.4,3686.4,2017-01-16
377,Romania,18,91.27,3824.3,3386.3,3824.3,2017-01-16
378,Romania,19,91.27,3931.9,3493.9,3931.9,2017-01-16
379,Romania,20,89.05,3981.7,3543.7,3981.7,2017-01-16
380,Romania,21,88.54,4000.9,3562.9,4000.9,2017-01-16
381,Romania,22,77.93,4036.7,3618.6,4036.7,2017-01-16
382,Romania,23,56.77,3621.5,3205.2,3621.5,2017-01-16
383,Romania,24,42.92,3698.8,3337.8,3698.8,2017-01-16
384,Romania,1,45.66,3803.5,3370.6,3803.5,2017-01-17
385,Romania,2,33.17,3795.0,3357.0,3795.0,2017-01-17
386,Romania,3,33.17,3756.5,3318.5,3756.5,2017-01-17
387,Romania,4,35.84,3781.2,3343.2,3781.2,2017-01-17
388,Romania,5,40.25,3772.4,3512.1,3772.4,2017-01-17
389,Romania,6,42.78,3823.7,3801.8,3823.7,2017-01-17
390,Romania,7,73.22,4163.1,3959.5,4163.1,2017-01-17
391,Romania,8,97.95,4173.7,3735.7,4173.7,2017-01-17
392,Romania,9,99.07,4184.1,3746.1,4184.1,2017-01-17
393,Romania,10,97.95,4208.6,3770.6,4208.6,2017-01-17
394,Romania,11,93.5,4269.6,3831.6,4269.6,2017-01-17
395,Romania,12,89.27,4288.2,3850.2,4288.2,2017-01-17
396,Romania,13,89.27,4298.6,3860.6,4298.6,2017-01-17
397,Romania,14,89.05,4298.1,3860.1,4298.1,2017-01-17
398,Romania,15,89.05,4300.5,3862.5,4300.5,2017-01-17
399,Romania,16,89.27,4304.6,3866.6,4304.6,2017-01-17
400,Romania,17,97.95,4265.9,3827.9,4265.9,2017-01-17
401,Romania,18,97.95,4286.9,3848.9,4286.9,2017-01-17
402,Romania,19,97.95,4310.9,3872.9,4310.9,2017-01-17
403,Romania,20,91.27,4335.4,3897.4,4335.4,2017-01-17
404,Romania,21,81.92,4305.9,3867.9,4305.9,2017-01-17
405,Romania,22,55.88,4214.3,3776.3,4214.3,2017-01-17
406,Romania,23,55.88,3940.7,3502.7,3940.7,2017-01-17
